,comment,stars
158,"['laptop', 'use', 'house', 'exactly', 'day', 'stationary', 'location', 'fairly', 'light', 'google', 'classroom', 'google', 'doc', 'youtube', 'netflix', 'workload', 'immediately', 'upgraded', 'gb', 'ram', 'installed', 'autodesk', 'inventor', 'also', 'ran', 'superbly', 'couple', 'time', 'used', 'far', 'yesterday', 'non', 'responsive', 'no', 'power', 'light', 'no', 'sign', 'life', 'whatsoever', 'put', 'meter', 'powersupply', 'read', 'volt', 'close', 'enough', 'spec', 'laptop', 'still', 'non', 'responsive', 'gb', 'dimm', 'getting', 'ready', 'swap', 'back', 'return', 'amazon', 'extended', 'covid', 'return', 'window', 'year', 'old', 'chagrin', 'said', 'think', 'disconnect', 'battery', 'make', 'sure', 'reset', 'defense', 'long', 'time', 'since', 'encountered', 'system', 'long', 'hold', 'power', 'button', 'effective', 'power', 'disconnect', 'skepticism', 'pulled', 'powerplug', 'battery', 'seems', 'fixed']",3
164,"['expect', 'much', 'laptop', 'considering', 'price', 'would', 'unrealistic', 'one', 'criterion', 'make', 'final', 'decision', 'buying', 'particular', 'item', 'battery', 'life', 'promised', 'least', 'hr', 'wire', 'ok', 'beginning', 'would', 'stay', 'hr', 'checked', 'month', 'passed', 'barely', 'stay', 'hr', 'le', 'also', 'laptop', 'bottom', 'part', 'upper', 'middle', 'heat', 'much', 'guess', 'battery', 'located']",3
166,"['psyched', 'buy', 'computer', 'disappointed', 'got', 'new', 'computer', 'always', 'take', 'time', 'set', 'granted', 'lot', 'trouble', 'one', 'could', 'computer', 'computer', 'five', 'year', 'thing', 'changed', 'much', 'thought', 'came', 'anti', 'virus', 'anti', 'spyware', 'stuff', 'apparently', 'come', 'window', 'defender', 'not', 'stop', 'fake', 'security', 'scam', 'attacking', 'within', 'first', 'hour', 'setup', 'froze', 'computer', 'told', 'call', 'number', 'could', 'tell', 'fix', 'claiming', 'work', 'window', 'microsoft', 'dude', 'wanted', 'spend', 'next', 'year', 'keep', 'anyone', 'else', 'hacking', 'computer', 'quite', 'scam', 'took', 'three', 'four', 'week', 'straighten', 'change', 'bank', 'information', 'every', 'thing', 'know', 'extent', 'hacked', 'computer', 'found', 'internet', 'come', 'norton', 'security', 'suite', 'called', 'help', 'install', 'even', 'case', 'next', 'week', 'two', 'still', 'getting', 'warning', 'least', 'norton', 'sweet', 'someone', 'trying', 'hack', 'kept', 'identifying', 'fake', 'security', 'scam', 'no', 'choice', 'stop', 'using', 'rarely', 'use', 'afraid', 'want', 'hacked', 'computer', 'came', 'already', 'loaded', 'think', 'called', 'mode', 'know', 'use', 'got', 'rid', 'quite', 'frankly', 'try', 'maneuver', 'around', 'without', 'pop', 'ups', 'know', 'else', 'going', 'uncomfortable', 'using', 'think', 'particularly', 'good', 'even', 'though', 'cost', 'whole', 'lot', 'think', 'computer', 'need', 'evolve', 'better', 'tablet', 'something', 'different', 'like', 'never', 'buy', 'laptop', 'ever', 'excited', 'sorry']",3
191,"['much', 'say', 'detail', 'gig', 'speed', 'dont', 'understand', 'anyone', 'would', 'not', 'upgrade', 'window', 'free', 'upgrade', 'got', 'use', 'zoom', 'lot', 'meeting', 'computer', 'format', 'better', 'tablet', 'phone', 'format', 'visually', 'work', 'really', 'well', 'complaint', 'speaker', 'location', 'two', 'speaker', 'located', 'bottom', 'front', 'lip', 'trying', 'use', 'zoom', 'always', 'hear', 'people', 'saying', 'microphone', 'arent', 'good', 'loud', 'enough', 'even', 'volume']",3
197,"['excited', 'laptop', 'one', 'bigger', 'screen', 'quite', 'never', 'one', 'backlit', 'keyboard', 'fancy', 'pretty', 'easy', 'set', 'pretty', 'quickly', 'work', 'playing', 'fallout', 'new', 'vega', 'however', 'ended', 'returning', 'biggest', 'issue', 'red', 'color', 'look', 'slightly', 'orange', 'compared', 'couple', 'screen', 'undeniable', 'although', 'acer', 'tech', 'support', 'people', 'indeed', 'deny', 'anything', 'wrong', 'purpose', 'would', 'fine', 'kind', 'graphic', 'design', 'photo', 'editing', 'video', 'work', 'inaccurate', 'useable']",3
225,"['like', 'cheap', 'decent', 'picture', 'unlikes', 'dual', 'core', 'gig', 'ram', 'making', 'pretty', 'slow', 'isnt', 'gaming', 'wanta', 'browsing', 'laptopcheck', 'email', 'tube']",3
226,"['two', 'star', 'doc', 'backlit', 'keyboard', 'not', 'staying', 'setting', 'bios', 'set', 'keyboard', 'lighting', 'timeout', 'enabled', 'disabled', 'work', 'disabled', 'time', 'worked', 'first', 'session', 'continued', 'time', 'afterward', 'set', 'reset', 'nothing', 'bios', 'version', 'downloaded', 'update', 'update', 'procedure', 'unclear', 'not', 'documented', 'model', 'anywhere', 'model', 'page', 'backlit', 'keyboard', 'big', 'reason', 'purchase', 'updated', 'mar']",3
245,"['loved', 'overall', 'look', 'response', 'laptop', 'problem', 'started', 'typing', 'screen', 'would', 'go', 'black', 'no', 'apparent', 'reason', 'no', 'picture', 'no', 'sound', 'black', 'screen', 'first', 'time', 'happened', 'quite', 'believe', 'happened', 'second', 'time', 'believed', 'touched', 'something', 'started', 'happen', 'multiple', 'time', 'session', 'not', 'gamer', 'taxing', 'design', 'element', 'still', 'black', 'screen', 'back', 'black', 'screen', 'repeatedly', 'returned', 'computer', 'another', 'brand', 'model', 'see', 'work']",3
246,"['first', 'order', 'damaged', 'exterior', 'carton', 'not', 'accept', 'worried', 'might', 'damaged', 'internally', 'second', 'one', 'came', 'next', 'day', 'fine', 'day', 'time', 'cursor', 'operated', 'touchpad', 'sensitive', 'stopped', 'working', 'together', 'fortunately', 'mouse', 'another', 'computer', 'house', 'able', 'control', 'however', 'time', 'realized', 'problem', 'opportunity', 'return', 'expired', 'every', 'test', 'acer', 'determined', 'repaired', 'waiting', 'send', 'instruction', 'ship', 'back', 'spend', 'additional', 'time', 'waiting', 'get', 'back', 'not', 'happy']",3
254,"['really', 'need', 'email', 'work', 'pc', 'actually', 'worst', 'pc', 'owned', 'last', 'fifteen', 'year', 'includes', 'three', 'desktop', 'two', 'laptop', 'going', 'go', 'disturbingly', 'large', 'number', 'reason', 'looking', 'game', 'turn', 'around', 'suppose', 'good', 'small', 'game', 'definitely', 'see', 'running', 'minecraft', 'java', 'edition', 'without', 'big', 'issue', 'win', 'version', 'might', 'work', 'tried', 'tell', 'bat', 'never', 'going', 'play', 'aaa', 'title', 'even', 'fit', 'abysmally', 'small', 'hard', 'drive']",3
297,"['adding', 'hard', 'drive', 'additional', 'memory', 'fairly', 'easy', 'take', 'screw', 'back', 'remember', 'one', 'open', 'slot', 'memory', 'plan', 'keep', 'gb', 'memory', 'already', 'installed', 'converting', 'win', 'home', 'also', 'straight', 'forward', 'good', 'ip', 'screen', 'thing', 'would', 'complain', 'usb', 'port', 'tight', 'needing', 'force', 'pull', 'usb', 'stick', 'something', 'afraid', 'eventually', 'break', 'port', 'long', 'run', 'not', 'impressed', 'overall', 'build', 'quality', 'fairly', 'cheap', 'material', 'make', 'obvious', 'took', 'back', 'cover', 'upgrade', 'memory']",3
325,"['reviewer', 'said', 'run', 'league', 'legend', 'amazing', 'simply', 'not', 'true', 'struggle', 'maintain', 'fps', 'bare', 'minimum', 'setting', 'secondly', 'key', 'mapped', 'acer', 'proprietary', 'control', 'scheme', 'need', 'hold', 'fn', 'key', 'actually', 'execute', 'key', 'input', 'solved', 'packing', 'old', 'usb', 'keyboard', 'work', 'bag']",3
331,"['editing', 'initial', 'review', 'worked', 'great', 'new', 'couple', 'month', 'old', 'frustrating', 'every', 'time', 'microsoft', 'update', 'something', 'else', 'go', 'wrong', 'last', 'update', 'screen', 'freeze', 'daily', 'get', 'blue', 'spinning', 'circle', 'black', 'screen', 'power', 'computer', 'turn', 'back', 'get', 'work', 'not', 'use', 'multiple', 'apps', 'browser', 'tab', 'simple', 'use', 'yet', 'freeze', 'constantly', 'great', 'laptop', 'price', 'bright', 'clear', 'screen', 'good', 'keyboard', 'fast', 'enough', 'need', 'without', 'problem', 'thing', 'could', 'think', 'could', 'better', 'would', 'speaker', 'bottom', 'laptop', 'even', 'full', 'volume', 'still', 'little', 'quiet', 'no', 'complaint', 'whatsoever']",3
343,"['bought', 'laptop', 'last', 'fall', 'no', 'issue', 'bought', 'another', 'one', 'late', 'february', 'since', 'earphone', 'plug', 'worked', 'twice', 'troubleshooted', 'repeatedly', 'always', 'show', 'no', 'earphone', 'plugged', 'tried', 'two', 'different', 'set', 'earbuds', 'neither', 'work', 'therefore', 'concluded', 'defect', 'also', 'laptop', 'glitched', 'multiple', 'time', 'screen', 'go', 'black', 'try', 'hit', 'escape', 'frozen', 'way', 'fix', 'turn', 'back', 'certain', 'supposed', 'tried', 'reaching', 'manufacturer', 'placed', 'indefinite', 'hold', 'realize', 'likely', 'attributed', 'coronavirus', 'company', 'may', 'shut', 'need', 'laptop', 'work']",3
368,"['first', 'foremost', 'no', 'cap', 'lock', 'indicator', 'anywhere', 'tell', 'seemingly', 'minor', 'inconvenience', 'really', 'get', 'annoying', 'quickly', 'speaker', 'also', 'bottom', 'laptop', 'sitting', 'lap', 'table', 'going', 'get', 'le', 'stellar', 'quality']",3
376,"['think', 'laptop', 'would', 'awesome', 'keyboard', 'backlight', 'would', 'not', 'stay', 'mouse', 'pad', 'would', 'not', 'work', 'use', 'mouse', 'want', 'issue', 'need', 'laptop', 'work', 'otherwise', 'laptop', 'fast', 'nice', 'screen', 'display', 'finally', 'product', 'shipped', 'box', 'three', 'time', 'big', 'laptop', 'box', 'no', 'packing', 'two', 'brown', 'piece', 'paper', 'shame', 'send', 'breakable', 'item', 'way']",3
385,"['specifically', 'put', 'search', 'amazon', 'wanted', 'touch', 'screen', 'laptop', 'came', 'one', 'not', 'touchscreen', 'computer', 'okay', 'honestly', 'laptop', 'touch', 'screen', 'pain', 'going', 'device', 'like', 'video', 'quality', 'cheap', 'laptop', 'bad', 'second', 'time', 'problem', 'amazon', 'description', 'laptop', 'ordered', 'v', 'actually', 'come', 'think', 'last', 'time', 'ordering', 'laptop', 'amazon']",3
387,"['bought', 'mentioned', 'site', 'listing', 'best', 'gaming', 'laptop', 'given', 'pause', 'low', 'ram', 'looked', 'easy', 'enough', 'upgrade', 'dropped', 'another', 'ram', 'set', 'laptop', 'seems', 'ok', 'everything', 'worked', 'super', 'high', 'expectation', 'price', 'point']",3
395,"['basic', 'lap', 'top', 'worked', 'great', 'pinch', 'old', 'laptop', 'died', 'right', 'started', 'working', 'home', 'pandemic', 'unfortunately', 'laptop', 'not', 'especially', 'designed', 'distance', 'working', 'ability', 'stay', 'connected', 'internet', 'negligible', 'work', 'ok', 'connect', 'something', 'like', 'zoom', 'drop', 'connection', 'multiple', 'time', 'call', 'webcam', 'not', 'best', 'quality', 'actually', 'reverted', 'using', 'old', 'laptop', 'anything', 'need', 'record', 'broadcast', 'even', 'flaw', 'webcam', 'provides', 'much', 'crisper', 'picture', 'one', 'acer', 'word', 'processing', 'email', 'basic', 'internet', 'use', 'acer', 'get', 'job', 'done']",3
399,"['good', 'laptop', 'especially', 'price', 'really', 'want', 'comment', 'one', 'thing', 'since', 'review', 'cover', 'everything', 'else', 'battery', 'awful', 'spec', 'listed', 'hour', 'honestly', 'would', 'feel', 'lucky', 'get', 'three', 'web', 'browsing', 'doc', 'work', 'battery', 'saver', 'set', 'nd', 'lowest', 'setting']",3
401,"['bought', 'entry', 'level', 'acer', 'extra', 'around', 'expecting', 'much', 'price', 'everything', 'computer', 'good', 'except', 'low', 'volume', 'sound', 'not', 'talking', 'quality', 'sound', 'actual', 'volume', 'expecting', 'bose', 'quality', 'expecting', 'volume', 'loud', 'checked', 'driver', 'opened', 'realtek', 'confirm', 'set', 'upon', 'researching', 'review', 'noticed', 'similar', 'low', 'volume', 'issue', 'appears', 'acer', 'skimped', 'entry', 'level', 'toshiba', 'horrible', 'quality', 'sound', 'loud', 'need', 'blu', 'tooth', 'external', 'speaker', 'bring', 'ear', 'hear', 'course', 'help', 'acer', 'put', 'speaker', 'bottom', 'yes', 'bottom', 'unit', 'shame', 'acer', 'much', 'right', 'price', 'mess', 'incredibly', 'low', 'volume', 'would', 'really', 'expensive', 'make', 'sound', 'louder', 'answer', 'rhetorical', 'question', 'no', 'anyway', 'overall', 'would', 'given', 'unit', 'star', 'maybe', 'even', 'horrible', 'max', 'volume', 'speaker', 'rate', 'unit', 'best', 'unfortunately']",3
402,"['computer', 'basic', 'get', 'initially', 'issue', 'pausing', 'randomly', 'fan', 'going', 'went', 'away', 'may', 'software', 'related', 'one', 'big', 'thing', 'num', 'lock', 'button', 'no', 'light', 'never', 'know', 'normally', 'big', 'issue', 'laptop', 'number', 'pad', 'shared', 'home', 'end', 'button', 'use', 'lot', 'never', 'know', 'press', 'key', 'go', 'home', 'output', 'number', 'also', 'touch', 'pad', 'intuitive', 'right', 'click', 'double', 'click', 'get', 'right', 'click', 'need', 'check', 'email']",3
423,"['hardware', 'nice', 'bought', 'son', 'complete', 'schoolwork', 'remotely', 'worldwide', 'covid', 'quarantine', 'unfortunately', 'met', 'problem', 'come', 'window', 'kind', 'garbage', 'filled', 'limitation', 'not', 'even', 'allowed', 'install', 'chrome', 'browser', 'not', 'able', 'get', 'window', 'activate', 'spoke', 'microsoft', 'tech', 'support', 'initiated', 'remote', 'session', 'informed', 'not', 'genuine', 'copy', 'window', 'installed', 'spend', 'another', 'purchase', 'legit', 'window', 'home', 'key', 'activate', 'new', 'laptop', 'switch', 'mode', 'garbage', 'even', 'know', 'shipping', 'illegitimate', 'copy', 'window', 'legal', 'perhaps', 'caveat', 'mode', 'allows', 'vendor', 'sell', 'laptop', 'cheaper']",3
452,"['initial', 'setup', 'easy', 'one', 'plus', 'screen', 'big', 'resolution', 'make', 'word', 'blurry', 'bought', 'make', 'computer', 'based', 'college', 'class', 'easier', 'function', 'microsoft', 'access', 'may', 'developed', 'operating', 'system', 'mac', 'legitimately', 'frustrating', 'using', 'touchpad', 'thing', 'maybe', 'dial', 'touchpad', 'function', 'macbooks', 'much', 'simpler', 'aspect', 'automatically', 'highlight', 'thing', 'want', 'scroll', 'click', 'scrolling', 'pick', 'chooses', 'pause', 'use', 'space', 'button', 'enters', 'full', 'screen', 'trying', 'drag', 'pane', 'side', 'waste', 'time', 'dealing', 'working', 'classwork']",3
454,"['bought', 'first', 'laptop', 'daughter', 'everything', 'work', 'expected', 'no', 'real', 'complaint', 'except', 'one', 'navigates', 'easily', 'laptop', 'whatever', 'reason', 'keyboard', 'get', 'funky', 'state', 'sometimes', 'key', 'produce', 'capital', 'caplock', 'notepad', 'noticed', 'pressed', 'letter', 'repeatedly', 'would', 'get', 'aaaaaaaaaaa', 'example', 'key', 'behaved', 'way', 'number', 'throw', 'special', 'character', 'reboot', 'laptop', 'get', 'state', 'happened', 'numerous', 'time', 'annoying', 'get', 'pay', 'laptop', 'log', 'application', 'website', 'reboot']",3
462,"['high', 'hope', 'machine', 'first', 'machine', 'kid', 'nothing', 'pita', 'upgraded', 'ram', 'max', 'expensive', 'graphic', 'quality', 'could', 'better', 'game', 'month', 'already', 'heating', 'issue', 'gaming', 'low', 'end', 'game', 'like', 'roblox', 'waste', 'money']",3
464,"['many', 'expectation', 'laptop', 'especially', 'amd', 'processor', 'overall', 'performance', 'ok', 'not', 'complete', 'expectation', 'intel', 'asus', 'laptop', 'difference', 'one', 'not', 'noticible', 'fact', 'hear', 'much', 'fan', 'noise', 'time', 'usage', 'old', 'one', 'battery', 'life', 'opinion', 'awful']",3
474,"['besides', 'not', 'microsoft', 'office', 'even', 'download', 'chrome', 'without', 'switching', 'mode', 'first', 'mode', 'laptop', 'know', 'meant', 'bought', 'even', 'know', 'switch', 'explorer', 'edge', 'also', 'gave', 'hard', 'time', 'something', 'simple', 'online', 'shopping', 'page', 'always', 'recover', 'page', 'error', 'try', 'scroll', 'lag', 'give', 'since', 'know', 'google', 'thing', 'made', 'effort', 'find', 'solution', 'thing', 'noticed', 'volume', 'loud', 'watching', 'netflix', 'always', 'subtitle', 'connect', 'bluetooth', 'speaker']",3
475,"['money', 'device', 'nice', 'window', 'mode', 'reason', 'give', 'three', 'star', 'even', 'leaning', 'two', 'however', 'wanted', 'dumb', 'laptop', 'get', 'right', 'program', 'year', 'old', 'relative', 'not', 'required', 'enter', 'account', 'multi', 'time', 'able', 'use', 'laptop', 'without', 'crap', 'bombarded', 'using', 'facebook', 'browsing', 'web', 'not', 'heavy', 'user', 'anything', 'else', 'one', 'would', 'believe', 'mode', 'would', 'perfect', 'situation', 'wanted', 'able', 'choose', 'antivirus', 'browser', 'work', 'felt', 'best', 'm', 'app', 'store', 'not', 'allow', 'crap', 'highway']",3
524,"['week', 'computer', 'spent', 'lot', 'time', 'adjusting', 'setting', 'get', 'computer', 'connect', 'wifi', 'not', 'problem', 'connecting', 'device', 'wifi', 'including', 'old', 'laptop', 'replacing', 'could', 'get', 'computer', 'connect', 'could', 'not', 'foot', 'away', 'router', 'fixed', 'able', 'use', 'laptop', 'basic', 'need', 'surfing', 'web', 'opening', 'file', 'really', 'annoying', 'deal', 'getting', 'computer', 'connect', 'wifi', 'plus', 'window']",3
537,"['beautiful', 'laptop', 'horrible', 'screen', 'look', 'way', 'better', 'person', 'super', 'fast', 'everything', 'good', 'except', 'screen', 'audio', 'audio', 'glitching', 'setting', 'window', 'cortana', 'speaking']",3
542,"['live', 'everything', 'except', 'battery', 'lifei', 'constantly', 'recharge', 'appoint', 'kept', 'plugged', 'time']",3
555,"['need', 'upgrade', 'memory', 'video', 'card', 'point', 'cannot', 'play', 'new', 'game', 'play', 'smaller', 'game', 'game', 'not', 'require', 'massive', 'fps', 'good', 'job', 'hunting', 'school', 'stuff', 'etc', 'download', 'game', 'steam']",3
587,"['lot', 'issue', 'sound', 'port', 'son', 'bought', 'school', 'video', 'editing', 'lit', 'trouble', 'headphone', 'jack', 'contacted', 'customer', 'support', 'issue', 'fixed', 'bit', 'came', 'back', 'cannot', 'hear', 'anything', 'headphone', 'sound', 'work', 'fine', 'computer', 'speaker', 'not', 'audio', 'jack']",3
606,"['recently', 'purchased', 'computer', 'honestly', 'say', 'really', 'good', 'computer', 'screen', 'quality', 'amazing', 'amazing', 'size', 'however', 'gaming', 'computer', 'become', 'hassle', 'purchasing', 'game', 'microsoft', 'store', 'ba', 'taken', 'toll', 'time', 'asking', 'refund', 'left', 'right', 'restart', 'entire', 'computer', 'order', 'microsoft', 'even', 'work']",3
607,"['think', 'giving', 'product', 'star', 'pretty', 'fair', 'really', 'good', 'getting', 'basic', 'important', 'thing', 'done', 'pro']",3
608,"['bought', 'psychology', 'research', 'class', 'excel', 'worked', 'got', 'around', 'september', 'not', 'december', 'month', 'ago', 'bottom', 'right', 'corner', 'gave', 'stay', 'still', 'work', 'awkward', 'bring', 'class', 'idk', 'super', 'glue', 'update', 'work']",3
620,"['one', 'big', 'problem', 'computer', 'cord', 'not', 'stay', 'tight', 'hold', 'cord', 'able', 'charge', 'iti', 'like', 'brightness', 'screen', 'ease', 'use', 'keyboard']",3
627,"['bought', 'omputer', 'stop', 'gap', 'covid', 'pandemic', 'ok', 'browser', 'window', 'multiple', 'tab', 'bog', 'spin', 'sec', 'really', 'not', 'expecting', 'based', 'review', 'connected', 'vpn', 'not', 'slow', 'computer', 'based', 'speed', 'claim']",3
632,"['beyond', 'manufacturer', 'laptop', 'day', 'no', 'capacity', 'make', 'loud', 'enough', 'hear', 'air', 'conditioning', 'highest', 'volume', 'setting', 'available', 'lowest', 'volume', 'setting', 'machine', 'actually', 'functional', 'inbelievably', 'annoying', 'second', 'acer', 'laptop', 'issue', 'possible', 'problem', 'something', 'built', 'even', 'try', 'drive', 'insane', 'purpose']",3
651,"['foe', 'people', 'laptop', 'work', 'fine', 'need', 'high', 'intensity', 'style', 'game', 'not', 'give', 'performance', 'looking', 'need', 'something', 'web', 'browse', 'complete', 'classwork', 'assignment', 'watching', 'netflix', 'basic', 'computing', 'task', 'satisfied', 'one', 'thing', 'want', 'point', 'speaker', 'low', 'watching', 'slightly', 'noisy', 'environment', 'airplane', 'sure', 'pack', 'pair', 'decent', 'headphone', 'took', 'star', 'outside', 'great', 'device']",3
656,"['purchased', 'gb', 'ram', 'along', 'laptop', 'cpu', 'slower', 'intel', 'processor', 'fast', 'enough', 'basic', 'use', 'speed', 'similar', 'screen', 'good', 'contrast', 'little', 'choppy', 'time']",3
661,"['specifically', 'bought', 'computer', 'elderly', 'parent', 'supposed', 'easy', 'use', 'well', 'dad', 'use', 'church', 'zoom', 'meeting', 'mode', 'basically', 'mean', 'use', 'thing', 'microsoft', 'store', 'not', 'zoom', 'trying', 'upload', 'chrome', 'not', 'easy', 'microsoft', 'kept', 'telling', 'edge', 'good', 'got', 'done', 'day', 'later', 'called', 'said', 'mode', 'come', 'back', 'get', 'rid', 'page', 'screen', 'looked', 'help', 'online', 'someone', 'suggested', 'taking', 'hammer', 'think', 'fixed', 'seems', 'like', 'good', 'computer', 'nightmare']",3
686,"['le', 'month', 'minimum', 'no', 'use', 'speaker', 'make', 'clicking', 'even', 'sound', 'low', 'want', 'return', 'past', 'time', 'warranty', 'speaker', 'issue', 'great', 'computer', 'come', 'window', 'software', 'pay', 'use', 'unless', 'work', 'email', 'accessit', 'free']",3
698,"['advertised', 'microsoft', 'office', 'mode', 'fails', 'tell', 'one', 'month', 'trial', 'version', 'would', 'liked', 'know', 'prior', 'purchase', 'like', 'laptop', 'buy', 'extra', 'functionality', 'requirement', 'not', 'thrilled']",3
740,"['problem', 'type', 'purchase', 'never', 'truly', 'know', 'bright', 'screen', 'turn', 'well', 'unfortunately', 'screen', 'super', 'dim', 'compared', 'old', 'toshiba', 'chromebook', 'not', 'even', 'close', 'suppose', 'get', 'used', 'really', 'go', 'knowing', 'exactly', 'getting']",3
751,"['first', 'aspire', 'trying', 'however', 'last', 'work', 'well', 'simple', 'everyday', 'task', 'notice', 'ability', 'process', 'stay', 'optimized', 'deteriorates', 'much', 'quicker', 'popular', 'brand', 'like', 'dell', 'hp', 'would', 'great', 'first', 'laptop', 'teen', 'younger', 'everyday', 'school', 'use', 'non', 'technical', 'course']",3
