,review,prediction
123,"['extremely', 'disappointed', 'buy', 'keyboard', 'started', 'malfunctioning', 'sudden', 'keyboard', 'not', 'working', 'key', 'start', 'repeating', 'sudden', 'key', 'not', 'working', 'etc', 'not', 'buy']",1
124,"['bought', 'headphone', 'yr', 'old', 'son', 'love', 'really', 'give', 'review', 'since', 'use', 'son', 'say', 'super', 'comfy', 'hurt', 'head', 'ear', 'sound', 'amazing', 'hear', 'talkimg', 'dont', 'know', 'thats', 'good', 'thing', 'love', 'color', 'work', 'great', 'alittle', 'disappointed', 'thought', 'bluetooth', 'wireless', 'fault', 'ordering', 'wrong', 'kind', 'overall', 'love', 'approves']",1
126,"['exactly', 'looking', 'wireless', 'earbuds', 'fraction', 'cost', 'apple', 'one', 'love', 'include', 'many', 'different', 'size', 'cap', 'able', 'find', 'cap', 'keep', 'nice', 'snug', 'ear', 'sound', 'quality', 'typical', 'would', 'expect', 'earbuds', 'satisfied', 'purchase']",1
136,"['home', 'work', 'car', 'good', 'cord', 'good', 'price']",1
146,['great'],1
149,"['work', 'great']",1
162,"['good', 'basic', 'paper']",1
171,"['easy', 'use', 'put', 'channel', 'one', 'place']",1
175,"['great', 'value', 'quality', 'product', 'cable', 'work', 'great', 'home', 'theater', 'system']",1
176,"['amazingly', 'easy', 'get', 'working', 'zero', 'complaint', 'almost', 'installed', 'keeping', 'eye', 'future', 'sale', 'get', 'use', 'kaza', 'app', 'well', 'integrated', 'good', 'home', 'make', 'accessible', 'google', 'hub']",1
184,"['intent', 'purpose', 'fine', 'like', 'fact', 'stand', 'straight', 'charger', 'therefore', 'not', 'fit', 'shelf', 'prior', 'one', 'also', 'not', 'like', 'fact', 'turn', 'volume', 'loud', 'turn', 'volume', 'low']",1
203,"['super', 'sensitive', 'great', 'voice', 'control', 'volume', 'easy', 'adjust', 'good', 'fit', 'hurt', 'head', 'nice', 'warranty', 'definitely', 'worth', 'buy', 'p']",1
209,"['got', 'week', 'ago', 'really', 'enjoy', 'easy', 'set', 'sound', 'really', 'good', 'waterproofing', 'nice', 'touch', 'well', 'battery', 'life', 'seems', 'little', 'shorter', 'expected', 'not', 'significant', 'issue', 'however', 'suddenly', 'issue', 'audio', 'right', 'earbud', 'suddenly', 'becoming', 'quieter', 'left', 'contacted', 'thier', 'support', 'fantasic', 'reset', 'see', 'helped', 'unfortunatley', 'didnt', 'one', 'year', 'warrenty', 'offered', 'send', 'new', 'pair', 'without', 'hesitation', 'price', 'definitely', 'worth']",1
214,"['got', 'child', 'new', 'pair', 'material', 'first', 'pair', 'falling', 'apart', 'ear', 'cup', 'material', 'headband', 'flaking', 'sound', 'connection', 'battery', 'still', 'good', 'something', 'cost', 'little', 'last', 'long', 'great', 'child', 'super', 'happy', 'sound', 'battery', 'life', 'last', 'long', 'previous', 'set', 'thrilled']",1
238,"['bluetooth', 'easy', 'set', 'maintains', 'connection', 'sound', 'quality', 'fine', 'listening', 'working', 'outside', 'around', 'house', 'battery', 'life', 'seems', 'adequate', 'used', 'day', 'maybe', 'hour', 'without', 'needing', 'charge']",1
242,"['like', 'fit', 'snug', 'ear', 'without', 'adding', 'anything', 'battery', 'life', 'really', 'good', 'one', 'side', 'go', 'dead', 'take', 'ear', 'piece', 'use', 'first', 'one', 'charged', 'battery', 'life', 'lasted', 'around', 'hour', 'talking', 'phone', 'not', 'sure', 'long', 'playing', 'music', 'downside', 'phone', 'person', 'say', 'sound', 'like', 'really', 'far', 'away', 'barely', 'hear', 'disconnect', 'reconnect', 'work', 'perfectly', 'sometimes', 'done', 'several', 'time', 'throughout', 'phone', 'call', 'downside', 'music', 'sound', 'distorted', 'turn', 'loud', 'iphone', 'ok', 'little', 'halfway', 'volume', 'overall', 'price', 'not', 'bad']",1
245,"['simply', 'amazing', 'cost', 'free', 'cloud', 'storage', 'event', 'week', 'no', 'hassle', 'setup', 'would', 'personally', 'set', 'camera', 'space', 'viewable', 'public', 'probably', 'broadcast', 'across', 'entire', 'internet', 'porch', 'driveway', 'backyard', 'great', 'candidate', 'price', 'hard', 'beat']",1
246,"['clear', 'hd', 'picture', 'set', 'device', 'easy', 'setup', 'keep', 'mind', 'tv', 'not', 'usb', 'connection', 'need', 'plug', 'amplifier', 'wall', 'set', 'antenna', 'interior', 'wall', 'tv', 'station', 'green', 'bay', 'wi', 'approximately', 'mile', 'away', 'suspect', 'hvac', 'metal', 'wall', 'affecting', 'signal', 'able', 'find', 'spot', 'signal', 'come', 'get', 'basic', 'ota', 'channel', 'hd', 'quality', 'tv', 'station', 'mile', 'away', 'wausau', 'wi', 'station', 'not', 'come', 'antenna', 'live', 'hill', 'not', 'valley', 'highly', 'doubt', 'antenna', 'would', 'reach', 'mile', 'especially', 'inside', 'house', 'thought', 'excellent', 'antenna', 'work', 'good', 'need', 'basic', 'tv', 'hd', 'quality', 'however', 'suspect', 'work', 'best', 'within', 'mile', 'tower', 'antenna', 'beyond', 'mile', 'difficult', 'pick']",1
249,"['went', 'pair', 'first', 'pair', 'want', 'connect', 'bluetooth', 'second', 'pair', 'like', 'work', 'iphone', 'pro', 'max', 'work', 'great', 'wife', 'iphone', 'max']",1
258,"['connect', 'tv', 'nothing', 'happened', 'even', 'try', 'put', 'tv', 'hdmi', 'still', 'nothing', 'happen', 'not', 'responding', 'even', 'already', 'connect']",1
263,"['good', 'camera', 'price', 'motion', 'detection', 'good', 'notification', 'clip', 'second', 'not', 'long', 'already', 'twice', 'long', 'yi', 'camera', 'great', 'thing', 'save', 'notification', 'video', 'aws', 'cloud', 'day', 'free']",1
266,"['look', 'sooo', 'cool', 'love', 'many', 'different', 'light', 'setting']",1
271,"['un', 'juego', 'que', 'no', 'debe', 'faltar', 'en', 'el', 'repertorio', 'lo', 'unico', 'malo', 'e', 'que', 'no', 'pude', 'obtener', 'mi', 'monedas', 'de', 'nintendo', 'pero', 'fuera', 'de', 'eso', 'super', 'juego']",1
272,"['would', 'like', 'thank', 'designing', 'sleek', 'amazing', 'product', 'cut', 'cord', 'speak', 'month', 'ago', 'recently', 'remodeled', 'part', 'home', 'purchased', 'item', 'get', 'hd', 'local', 'channel', 'worked', 'great']",1
286,"['great', 'deal', 'last', 'year', 'use', 'thermal', 'printer', 'label', 'packing', 'slip']",1
301,"['wife', 'go', 'sleep', 'earlier', 'always', 'complains', 'tv', 'loud', 'well', 'connect', 'bluetooth', 'headphone', 'transmitter', 'plug', 'back', 'tv', 'bam', 'hear', 'tv', 'wife', 'happy', 'wife', 'happy', 'life', 'update', 'month', 'week', 'loving', 'product', 'crap', 'battery', 'holding', 'charge', 'not', 'even', 'plugged', 'come', 'second', 'flash', 'cut', 'not', 'sure', 'warranty', 'not', 'bummer']",1
302,"['review', 'climbing', 'fast', 'ever', 'see', 'mine', 'specialize', 'tech', 'review', 'even', 'not', 'pro', 'scoop', 'compared', 'nintendo', 'version', 'two', 'highest', 'rated', 'generic', 'one', 'excellent', 'funlab', 'yccteam', 'include', 'link', 'review', 'short', 'rumble', 'effect', 'nintendo', 'subtle', 'responsive', 'others', 'work', 'fine', 'rumble', 'bit', 'overdone', 'otherwise', 'generic', 'controller', 'terrific', 'nintendo', 'win', 'battery', 'life', 'battle', 'practical', 'term', 'non', 'issue', 'want', 'playing', 'hour', 'straight']",1
308,"['purchased', 'three', 'kid', 'use', 'road', 'trip', 'excellent', 'fact', 'connect', 'essentially', 'listen', 'device', 'one', 'kid', 'plugged', 'great', 'watching', 'video', 'year', 'old', 'want', 'hear', 'music', 'brother', 'mp', 'player', 'great', 'buy']",1
317,"['never', 'happier', 'set', 'bluetooth', 'earbuds', 'older', 'versionof', 'loved', 'dog', 'ate', 'one', 'one', 'disappeared', 'purchased', 'updated', 'one', 'absolutely', 'happy', 'like', 'use', 'either', 'together', 'separate', 'one', 'ear', 'free', 'need']",1
320,"['excelente', 'videojuego', 'obligacion', 'tenerlo', 'en', 'switch']",1
336,"['excited', 'try', 'amazon', 'echo', 'auto', 'love', 'stream', 'music', 'drive', 'problem', 'reception', 'often', 'not', 'get', 'random', 'response', 'request', 'often', 'seems', 'freeze', 'solid', 'blue', 'line', 'work', 'right', 'love', 'one', 'point', 'ready', 'throw', 'truck', 'window', 'wish', 'waited', 'get', 'bug', 'fixed', 'another', 'generation', 'may', 'worked', 'better']",1
338,"['action', 'cam', 'almost', 'never', 'want', 'use', 'built', 'mic', 'thing', 'no', 'microphone', 'port', 'usb', 'second', 'edit', 'first', 'edit', 'month', 'shuts', 'mid', 'recording', 'even', 'battery', 'dead', 'fails', 'store', 'file', 'occasionally', 'whole', 'attempt', 'record', 'lost', 'would', 'not', 'recommend', 'camera', 'anyone']",1
339,"['great', 'sound', 'quality', 'price', 'perfect', 'smaller', 'apartment', 'trip', 'go']",1
350,"['device', 'great', 'used', 'tx', 'rx', 'mode', 'work', 'bt', 'headphone', 'watch', 'late', 'night', 'tv', 'without', 'keeping', 'others', 'awake', 'long', 'set', 'analogue', 'audio', 'jack', 'work', 'usually', 'use', 'old', 'bose', 'radio', 'cd', 'player', 'aux', 'input', 'line', 'stream', 'music', 'ipad', 'iphone', 'battery', 'life', 'seems', 'adequate', 'not', 'tried', 'run', 'use', 'charged', 'not', 'really', 'issue', 'definitely', 'thinking', 'getting', 'another', 'one', 'soon']",1
356,"['work', 'well', 'give', 'peace', 'mind', 'get', 'work', 'cant', 'remember', 'closed', 'garage', 'door', 'open', 'close', 'door', 'phone', 'app']",1
365,"['ottimo', 'processore', 'ideale', 'per', 'il', 'gaming', 'medio', 'alto', 'per', 'la', 'produttivita', 'alto', 'numero', 'di', 'core', 'presente', 'permette', 'di', 'sfruttare', 'con', 'prestazioni', 'superiori', 'tutti', 'programmi', 'che', 'riescono', 'dare', 'il', 'massimo', 'parallelizzando', 'processi', 'super', 'consigliato', 'per', 'prezzo', 'prestazioni', 'dissipatore', 'stoc', 'ottimo']",1
378,"['not', 'sure', 'design', 'problem', 'like', 'reviewer', 'reported', 'left', 'earpiece', 'charging', 'port', 'side', 'broken', 'month', 'ownership', 'wearing', 'heard', 'crack', 'took', 'later', 'evening', 'discovered', 'side', 'loose', 'unable', 'hold', 'position', 'ear', 'duct', 'taped', 'hold', 'best', 'possible', 'side', 'give', 'way', 'still', 'functional', 'disappointing', 'least', 'able', 'make', 'year', 'not', 'two', 'three', 'four', 'coming', 'apart', 'like']",1
384,"['bought', 'friend', 'not', 'best', 'electronics', 'even', 'know', 'bluetooth', 'meant', 'able', 'hook', 'use', 'sound', 'quality', 'fine', 'basically', 'would', 'think', 'cheaper', 'speaker', 'would', 'happy', 'thrown', 'garage', 'wall', 'yeah', 'one', 'guy', 'definitely', 'would', 'recommend']",1
389,"['great', 'sound', 'good', 'product', 'rate', 'star', 'bose', 'solo', 'bose', 'solo', 'small', 'remote']",1
391,"['amazon', 'could', 'not', 'reach', 'cyberpower', 'pc', 'get', 'new', 'keyboard', 'amazon', 'rep', 'said', 'no', 'answer', 'helpline', 'think', 'sending', 'new', 'system', 'replace', 'keyboard', 'wanted', 'keyboard', 'replaced', 'amazon', 'reach', 'hope', 'system', 'fails', 'warranty', 'update', 'review', 'thing', 'progress', 'update', 'able', 'contact', 'cyberpower', 'via', 'web', 'chat', 'tech', 'sent', 'replacement', 'keyboard', 'upped', 'rating']",1
405,"['third', 'fire', 'stick', 'one', 'every', 'tv', 'make', 'dumb', 'tv', 'smart', 'voice', 'enabled', 'love', 'addition', 'power', 'button', 'volume', 'control', 'wish', 'way', 'pair', 'volume', 'button', 'sound', 'bar', 'prefer', 'stick', 'apple', 'tv', 'roku', 'although', 'never', 'tried', 'chrome', 'cast', 'layout', 'ease', 'set', 'use', 'perfect', 'one', 'thing', 'wish', 'possible', 'would', 'connect', 'phone', 'tv', 'stick', 'think', 'possible', 'chrome', 'stick', 'wonderful', 'upgrade', 'previous', 'stick', 'would', 'repurchase', 'every', 'tv']",1
406,"['bought', 'watch', 'movie', 'play', 'music', 'nice', 'feature', 'lyric', 'displayed', 'song', 'also', 'make', 'phone', 'call', 'internet', 'facetime', 'type', 'call', 'limited', 'also', 'echo']",1
416,"['larger', 'others', 'fit', 'ok', 'ear', 'sound', 'pretty', 'good', 'lot', 'high', 'end', 'bass', 'could', 'biggest', 'issue', 'get', 'wet', 'turn', 'respond', 'splash', 'water', 'touch', 'finger', 'one', 'splash', 'turn', 'two', 'quick', 'splash', 'skip', 'another', 'song', 'play', 'list', 'forward', 'backward', 'depending', 'ear', 'bud', 'splashed', 'even', 'though', 'rated', 'ipx', 'waterproof', 'not', 'useful', 'want', 'swim', 'u', 'shower']",1
425,"['love', 'light', 'level', 'turn', 'brightness', 'love', 'give', 'different', 'plate', 'color', 'change', 'fall', 'tilt', 'certain', 'way', 'light', 'heavy', 'stand', 'hold', 'maneuver', 'many', 'way', 'finally', 'stand', 'one', 'problem', 'please', 'help', 'using', 'lash', 'want', 'light', 'accidentally', 'tip', 'client']",1
426,"['need', 'mic', 'since', 'old', 'one', 'broken', 'looked', 'amazon', 'saw', 'mid', 'price', 'bought', 'temporary', 'mic', 'not', 'sound', 'cancelation', 'nice', 'fit', 'larger', 'head', 'mic', 'quality', 'good', 'thing', 'pretty', 'nice', 'sound', 'mid', 'tier', 'gaming', 'headset']",1
432,"['lightweight', 'practical', 'design']",1
438,"['literally', 'worst', 'screen', 'replacement', 'ever', 'bought', 'terrible']",1
441,"['great', 'upgrade']",1
445,"['bought', 'speaker', 'sometime', 'back', 'dec', 'working', 'like', 'new', 'till', 'date', 'may', 'not', 'tested', 'splash', 'proof', 'part', 'get', 'little', 'wet', 'light', 'rain', 'see', 'no', 'problem', 'quality', 'add', 'image', 'month', 'ago', 'still', 'look', 'nice', 'portable', 'bluetooth', 'speaker', 'good', 'traveling', 'lot', 'hardly', 'got', 'chance', 'check', 'top', 'volume', 'capacity', 'volume', 'fill', 'room', 'music', 'got', 'good', 'bass', 'capability', 'strong', 'vocal', 'bass', 'not', 'good', 'bose', 'sure', 'give', 'good', 'fight', 'th', 'th', 'cost', 'not', 'listening', 'music', 'home', 'theater', 'use', 'speaker', 'house', 'highly', 'recommend', 'product', 'one', 'best', 'buy', 'far']",1
449,"['fine', 'battery', 'one', 'headphone', 'began', 'hissing', 'leaked', 'case', 'charged', 'might']",1
451,"['third', 'pair', 'noise', 'cancelling', 'earphone', 'bought', 'attempt', 'protect', 'ear', 'mowing', 'using', 'chainsaw', 'etc', 'comfortable', 'work', 'unlike', 'others', 'paid', 'seem', 'hold', 'charge', 'long', 'time', 'good', 'buy']",1
462,"['cord', 'worked', 'great', 'week', 'purchasing', 'plugged', 'phone', 'night', 'morning', 'phone', 'charged', 'checked', 'cord', 'sure', 'enough', 'wire', 'visible', 'cord', 'meet', 'little', 'piece', 'go', 'phone', 'easy', 'electronics', 'always', 'carefully', 'remove', 'cord', 'holding', 'onto', 'plug', 'part', 'not', 'cord', 'know', 'happened', 'disappointing']",1
469,"['great', 'price', 'no', 'issue', 'code']",1
474,"['love', 'far', 'good']",1
479,"['stable', 'no', 'issue', 'wrote', 'feedback', 'regard', 'platform', 'board', 'review', 'find', 'plenty', 'review', 'highly', 'recommended', 'great', 'gaming', 'software', 'development', 'performance', 'really', 'strong', 'no', 'blue', 'screen', 'good', 'job', 'coaching', 'handhold', 'board', 'company', 'make', 'sure', 'act', 'together', 'release', 'day', 'even', 'need', 'reinstall', 'o', 'previous', 'cpu', 'intel', 'mileage', 'vary', 'truely', 'great', 'platform', 'amd', 'upgrade', 'cpu', 'couple', 'year', 'board', 'promised', 'though', 'support', 'mean', 'get', 'nm', 'cpu', 'since', 'real', 'competition', 'expect', 'real', 'innovation', 'next', 'couple', 'year', 'big', 'deal', 'intel', 'amd', 'make', 'everyone', 'better']",1
497,"['price', 'get', 'speaker', 'time', 'quality', 'speaker', 'sound', 'quality', 'mediocre', 'paying', 'name']",1
500,"['easy', 'install', 'great', 'price', 'sturdy', 'would', 'use', 'seller', 'great', 'product']",1
503,"['look', 'good', 'fit', 'toddler', 'ear', 'perfectly']",1
507,"['took', 'minute', 'hook', 'scan', 'channel', 'went', 'channel', 'rabbit', 'ear', 'channel', 'barely', 'see', 'outside', 'one', 'suggestion', 'installation', 'tape', 'window', 'piece', 'removable', 'tape', 'autoscan', 'tv', 'move', 'mine', 'bit', 'metal', 'stair', 'way', 'find', 'right', 'spot', 'use', 'double', 'sided', 'tape', 'included']",1
509,"['bought', 'year', 'old', 'dad', 'use', 'browse', 'internet', 'full', 'hd', 'screen', 'light', 'weight', 'sleek', 'design', 'satisfied']",1
521,"['great', 'go', 'running', 'without', 'key']",1
523,"['got', 'inch', 'flat', 'tv', 'connected', 'dvd', 'player', 'work', 'good', 'last', 'picture', 'quality', 'look', 'good', 'look', 'better', 'cable', 'connected', 'recommend', 'cable', 'ill', 'ordering', 'one', 'sony', 'tv', 'inch', 'thanks', 'fast', 'delivery']",1
526,"['sound', 'like', 'home', 'speaker', 'best', 'money']",1
540,"['best', 'thing', 'cam', 'cheap', 'fairly', 'portable', 'bad', 'thing', 'primarily', 'support', 'cloud', 'based', 'recording', 'service', 'image', 'eventually', 'get', 'red', 'pint', 'tint', 'bright', 'area', 'regardless', 'placed', 'direct', 'sunlight', 'rather', 'spend', 'bit', 'cam', 'setup', 'get', 'something', 'locally', 'stored', 'said', 'probably', 'cost', 'lot']",1
556,"['not', 'sure', 'negative', 'review', 'acura', 'little', 'buck', 'device', 'make', 'call', 'easier', 'using', 'car', 'infotainment', 'system', 'say', 'alexa', 'call', 'abishola', 'not', 'say', 'home', 'cell', 'list', 'bob', 'abby', 'george', 'place', 'call', 'car', 'recently', 'updated', 'system', 'support', 'android', 'auto', 'suck', 'compared', 'alexa', 'ability', 'use', 'waze', 'screen', 'way', 'oversold', 'removed', 'aa', 'use', 'alexa', 'along', 'waze', 'phone', 'give', 'try', 'dont', 'like', 'send', 'back']",1
557,"['owesome', 'got', 'channel', 'back', 'digital', 'pls', 'rescan', 'reconfigure', 'move', 'antenna', 'different', 'place', 'get', 'new', 'channel']",1
559,"['good', 'price', 'look', 'like', 'quality', 'product', 'day']",1
564,"['love', 'fast', 'shipping', 'good', 'price', 'easy', 'use', 'look', 'great']",1
566,"['charge', 'playstation', 'controller', 'pretty', 'fast']",1
567,"['loved', 'first', 'two', 'day', 'sound', 'quality', 'equal', 'better', 'airpods', 'noise', 'cancellation', 'superb', 'battery', 'life', 'several', 'hour', 'problem', 'begun', 'today', 'sound', 'keep', 'cutting', 'one', 'ear', 'another', 'fully', 'charged', 'sound', 'making', 'crazy', 'really', 'loved', 'pod']",1
576,"['love', 'light', 'bottom', 'part', 'stand', 'keep', 'sliding', 'like', 'ring', 'heavy', 'gotta', 'make', 'adjustment', 'stand', 'tall', 'like', 'want', 'hate', 'paid', 'lot', 'money', 'get', 'issue', 'still', 'good', 'product']",1
581,['nice'],1
594,"['not', 'worth', 'money', 'bought', 'put', 'tv', 'workout', 'room', 'tv', 'hard', 'hear', 'noise', 'treadmill', 'soundbar', 'volume', 'even', 'loud', 'tv']",1
595,"['really', 'like', 'echo', 'show', 'also', 'purchased', 'swivel', 'stand', 'allows', 'change', 'position', 'without', 'moving', 'echo', 'show', 'physically', 'right', 'size', 'space', 'chosen', 'still', 'getting', 'use', 'enjoy', 'learning', 'far', 'love', 'listening', 'music', 'trying', 'new', 'recipe', 'especially', 'video', 'calling', 'feature', 'allows', 'see', 'talk', 'grandchild', 'ask', 'alexa', 'anything', 'know', 'tell', 'know', 'something', 'let', 'know']",1
597,['great'],1
601,"['awesome', 'portable', 'speaker', 'good', 'sound', 'volume']",1
610,"['got', 'dumb', 'car', 'see', 'make', 'hand', 'free', 'operating', 'love', 'ask', 'alexa', 'add', 'list', 'grab', 'apple', 'music', 'listen', 'audiobook', 'sometimes', 'glitchy', 'connection', 'iphone', 'usually', 'quick', 'fix', 'reconnect', 'alexa', 'really', 'like', 'make', 'announcement', 'home', 'road', 'tried', 'dropping', 'yet', 'good', 'product', 'keep', 'innovating', 'solid', 'product', 'probably', 'get', 'another', 'teen', 'driver']",1
658,"['turned', 'tv', 'away', 'burned', 'image', 'trying', 'correct', 'problem', 'command', 'tv', 'news', 'ad', 'app', 'say', 'alexa', 'news', 'reply', 'ghost', 'voice', 'give', 'reply', 'reason', 'tv', 'came', 'town', 'an', 'no', 'one', 'house', 'enabled', 'tv', 'screensaver', 'know', 'done', 'first', 'received', 'set']",1
660,"['think', 'fine', 'hdmi', 'cable', 'never', 'seen', 'real', 'difference', 'cable']",1
664,"['wish', 'ipad']",1
665,"['got', 'camara', 'impressed', 'accessory', 'come', 'got', 'two', 'battery', 'charger', 'replacement', 'top', 'case', 'control', 'remote', 'well', 'ton', 'different', 'mount', 'thing', 'see', 'mini', 'sd', 'card', 'wish', 'came', 'included', 'could', 'start', 'using', 'right', 'away', 'camara', 'look', 'nice', 'easy', 'use', 'akaso', 'app', 'also', 'look', 'pretty', 'good', 'update', 'review', 'get', 'chance', 'play', 'around', 'far', 'think', 'great', 'product', 'beat', 'price']",1
677,"['far', 'good', 'bought', 'using', 'every', 'day', 'since', 'desk', 'work', 'little', 'phone', 'stand', 'purchased', 'plug', 'charging', 'cable', 'phone', 'bottom', 'stand', 'not', 'plugged', 'cable', 'seems', 'keep', 'shape', 'plugged', 'make', 'question', 'cable', 'wear', 'prematurely', 'staying', 'bent', 'could', 'totally', 'wrong', 'gave', 'good', 'star', 'rating']",1
686,"['camera', 'system', 'basically', 'good', 'operatingdesign', 'little', 'pricey', 'video', 'quality', 'good', 'alerting', 'line', 'powering', 'camera', 'not', 'well', 'thought', 'example', 'replaced', 'several', 'old', 'school', 'wired', 'cctv', 'camera', 'power', 'wire', 'site', 'included', 'offered', 'kit', 'convert', 'cable', 'existing', 'power', 'supply', 'convert', 'cable', 'plug', 'ring', 'camera', 'would', 'hit']",1
695,"['tozo', 'wireless', 'earbuds', 'great', 'price', 'definately', 'worth', 'earbuds', 'slide', 'easily', 'give', 'nice', 'comfortable', 'fit', 'product', 'come', 'different', 'size', 'bud', 'change', 'case', 'default', 'one', 'fit']",1
696,"['work', 'great', 'samsung', 'taking', 'forever', 'charge', 'charged', 'go', 'get', 'new', 'battery', 'even', 'new', 'phone', 'wireless', 'thing', 'solved', 'problem', 'much', 'faster', 'cord', 'charger', 'maybe', 'hour', 'hour', 'half', 'satisfied']",1
697,"['stop', 'working', 'camera', 'week']",1
702,"['el', 'color', 'blanco', 'e', 'ma', 'blanco', 'que', 'otras', 'marcas', 'por', 'el', 'precio', 'encanto', 'adquirir', 'este', 'paquete', 'muy', 'bien', 'amazon', 'basic']",1
703,"['battery', 'great', 'control', 'responsive', 'much', 'needed', 'upgrade', 'using', 'joycons', 'controller', 'grip']",1
709,"['looking', 'forward', 'effective', 'noise', 'cancelling', 'disappointed', 'nc', 'poor', 'job', 'blocking', 'normal', 'noise', 'average', 'job', 'blocking', 'higher', 'pitched', 'sound', 'build', 'quality', 'atrociously', 'cheap', 'cheaper', 'expected', 'earpads', 'comfortable', 'expect', 'jamming', 'booming', 'bass', 'hardly', 'produce', 'enough', 'low', 'not', 'worth', 'listing', 'price', 'opinion']",1
715,"['sound', 'quality', 'horrible', 'app', 'connectivity', 'sometimes', 'picture', 'clear', 'really', 'disappointed', 'speaker', 'system', 'started', 'static', 'eventually', 'not', 'allow', 'sound', 'heard', 'app', 'least', 'sound', 'like', 'monsterous', 'entity', 'burglar', 'every', 'spotted', 'place']",1
716,"['good', 'value', 'no', 'hassle', 'fast', 'delivery', 'paper', 'processed', 'smoothly', 'nice', 'thickness', 'no', 'sticking', 'machine']",1
722,"['ok', 'tiny', 'black', 'black', 'button', 'cannot', 'read', 'even', 'sun', 'need', 'add', 'white', 'button', 'label', 'make', 'sense', 'sound', 'fine', 'size']",1
725,"['no', 'manual', 'configuration', 'amazon', 'recognise', 'camera', 'well', 'cloud', 'app', 'recognition', 'many', 'camera', 'not', 'work']",1
739,"['wanted', 'charge', 'thing']",1
743,"['great', 'product', 'much', 'better', 'schlage']",1
