,review,stars
172,"['daughter', 'loved', 'computer', 'week', 'able', 'communicate', 'friend', 'play', 'roblox', 'video', 'call', 'etc', 'without', 'problem', 'today', 'today', 'would', 'NOT_turn', 'suddenly', 'NOT_mishaps', 'power', 'would', 'NOT_come', 'acer', 'support', 'page', 'pretty', 'useless', 'least', 'able', 'find', 'tip', 'online', 'push', 'paperclip', 'carefully', 'battery', 'hole', 'second', 'worked', 'pushing', 'second', 'NOT_but']",2
175,"['red', 'look', 'orange', 'screen', 'noticed', 'creating', 'web', 'page', 'july', 'th', 'tried', 'capture', 'see', 'samsung', 'desktop', 'screen', 'pic', 'see', 'acer', 'aspire', 'slim', 'laptop', 'screen', 'pic', 'web', 'page', 'red', 'color', 'hex', 'ff', 'took', 'picture', 'using', 'moto', 'camera', 'besides', 'color', 'inaccuracy', 'biggest', 'disappointment', 'computer', 'NOT_indicators', 'cap', 'lock', 'num', 'lock', 'hard', 'drive', 'activity', 'led', 'cheap', 'nowadays', 'acer', 'could', 'included', 'price', 'point']",2
187,"['underpowered', 'sticky', 'key', 'unpredictable', 'touch', 'pad', 'NOT_have', 'touch', 'screen', 'NOT_know', 'asked', 'rate', 'NOT_buy', 'gaming', 'already', 'knew', 'NOT_be', 'good', 'anyway', 'ended', 'using', 'checking', 'email', 'basic', 'word', 'processing', 'web', 'browsing', 'month', 'imaging', 'twice', 'gave', 'bought', 'hp', 'touch', 'screen', 'instead', 'much', 'vivid', 'display', 'better', 'processor', 'decided', 'buy', 'better', 'alternative', 'someone', 'offered', 'buy', 'nd', 'grader', 'could', 'remote', 'school', 'thing', 'corona', 'virus', 'pandemic', 'NOT_do', 'clear', 'conscience', 'NOT_want', 'kid', 'parent', 'mess', 'unreliability', 'advised', 'get', 'chromebook', 'instead', 'acer', 'essentially', 'brick', 'holding', 'paper', 'credenza', 'point', 'price', 'point', 'NOT_be', 'surprised', 'im', 'justified', 'feeling', 'disappointed', 'imo']",2
207,"['six', 'month', 'update', 'grading', 'two', 'star', 'flaky', 'touch', 'pad', 'analog', 'jack', 'headphone', 'speaker', 'NOT_work', 'checking', 'acer', 'community', 'found', 'common', 'issue', 'installed', 'new', 'driver', 'one', 'worked', 'one', 'failed', 'install', 'failed', 'audio', 'jack', 'flaky', 'touch', 'pad', 'id', 'look', 'elsewhere', 'inexpensive', 'laptop', 'even', 'though', 'price', 'good', 'support', 'NOT_there', 'tough', 'get', 'gave', 'suspecting', 'theyd', 'want', 'send', 'back', 'take', 'multiple', 'week', 'return', 'might', 'NOT_be', 'fixed']",2
269,"['tried', 'perform', 'differently', 'appeared', 'different', 'hardware', 'supplier', 'internal', 'part', 'made', 'random', 'manufacturer', 'example', 'port', 'pcie', 'speed', 'advertised', 'internal', 'sata', 'port', 'performs', 'mb', 'write', 'mb', 'read', 'drive', 'rated', 'mb', 'write', 'mb', 'read', 'look', 'put', 'together', 'hurry', 'debris', 'around', 'plastic', 'body', 'easily', 'cut', 'hand', 'skin', 'etc']",2
293,"['acer', 'fine', 'laptop', 'long', 'NOT_need', 'use', 'speaker', 'extreme', 'low', 'volume', 'use', 'wifi', 'sharing', 'shared', 'wifi', 'connection', 'consistently', 'suffers', 'interruption', 'ethernet', 'viable', 'option', 'sharing', 'internet', 'connection', 'acer', 'NOT_to', 'mention', 'paid', 'day', 'shipping', 'received', 'acer', 'laptop', 'day', 'later', 'amazon', 'lack', 'order', 'fulfillment', 'obligation']",2
303,"['liked', 'weight', 'size', 'speed', 'look', 'however', 'unit', 'would', 'NOT_resume', 'wake', 'lid', 'opening', 'sleep', 'button', 'pressed', 'power', 'button', 'pushed', 'keyboard', 'would', 'NOT_respond', 'period', 'second', 'unit', 'would', 'restart', 'open', 'apps', 'would', 'closed', 'annoying', 'tried', 'suggested', 'remedy', 'power', 'option', 'change', 'bios', 'update', 'even', 'installed', 'window', 'upgraded', 'pro', 'version', 'NOT_success', 'fix', 'resume', 'wake', 'issue', 'would', 'NOT_recommend', 'unit', 'fails', 'simple', 'basic', 'requirement', 'serious', 'flaw', 'may', 'lie', 'ahead', 'returned', 'unit', 'refund', 'usually', 'NOT_this', 'negative', 'unit', 'wasted', 'much', 'time']",2
307,"['really', 'wanted', 'love', 'ive', 'week', 'im', 'issue', 'freezing', 'typing', 'missing', 'letter', 'type', 'paper', 'almost', 'like', 'running', 'slow', 'use', 'online', 'word', 'online', 'school', 'thats', 'get', 'free', 'still', 'super', 'frustrating', 'previous', 'computer', 'NOT_type', 'slow', 'could', 'using', 'word', 'online', 'NOT_in', 'laptop', 'version', 'possibly', 'super', 'frustrating', 'occurring', 'lag', 'homework', 'use', 'love', 'color', 'screen', 'size', 'everything', 'else', 'thing', 'hate', 'NOT_touch', 'like', 'old', 'one', 'ill', 'get', 'use']",2
311,"['overall', 'great', 'laptop', 'price', 'added', 'ram', 'really', 'easily', 'fast', 'cheap', 'however', 'technical', 'issue', 'mode', 'horrible', 'got', 'rid', 'immediately']",2
345,"['bought', 'son', 'who', 'high', 'school', 'christmas', 'present', 'last', 'year', 'well', 'put', 'thumb', 'edge', 'keyboard', 'closing', 'lid', 'mistake', 'screen', 'look', 'dropped', 'nd', 'floor', 'crack', 'line', 'everywhere', 'thus', 'useless', 'called', 'acer', 'technical', 'support', 'hoping', 'would', 'covered', 'warranty', 'nope', 'said', 'since', 'NOT_defect', 'warranty', 'NOT_likely', 'covered', 'still', 'send', 'pay', 'repair', 'plus', 'diagnostic', 'fee', 'NOT_thanks', 'probably', 'get', 'brand', 'new', 'one', 'word', 'acer', 'flimsy', 'flimsy', 'flimsy']",2
351,"['bought', 'laptop', 'le', 'year', 'ago', 'touchpad', 'stop', 'working', 'first', 'day', 'use', 'two', 'three', 'week', 'later', 'came', 'back', 'worked', 'hour', 'tried', 'everything', 'recomended', 'fix', 'problem', 'nothing', 'worked']",2
356,"['pro', 'price', 'backlit', 'keyboard', 'lightweight', 'ok', 'battery', 'life', 'fast', 'con', 'vega', 'steal', 'gig', 'ram', 'bat', 'thats', 'big', 'problem', 'would', 'want', 'buy', 'laptop', 'upgrade', 'immediately', 'bought', 'another', 'gig', 'performs', 'better', 'cpu', 'fairly', 'powerful', 'gpu', 'better', 'intel', 'gaming', 'NOT_recommended', 'viewing', 'angle', 'good']",2
380,"['id', 'give', 'star', 'product', 'NOT_defective', 'big', 'bummer', 'laptop', 'defective', 'trying', 'upgrade', 'laptop', 'many', 'purpose', 'upgraded', 'ram', 'screen', 'NOT_turn', 'thought', 'ram', 'NOT_working', 'purchased', 'wrong', 'model', 'experimenting', 'trying', 'hard', 'figure', 'called', 'acer', 'support', 'agent', 'said', 'max', 'put', 'gb', 'laptop', 'NOT_handle', 'NOT_true', 'agent', 'also', 'said', 'cannot', 'add', 'gb', 'ssd', 'NOT_true', 'ended', 'bringing', 'best', 'buy', 'quick', 'consultation', 'took', 'look', 'found', 'ram', 'working', 'one', 'ram', 'slot', 'slot', 'one', 'defective', 'sort', 'dirt', 'something', 'im', 'dissapointed', 'cuz', 'quite', 'excited', 'always', 'thought', 'acer', 'laptop', 'quite', 'nice', 'laptop', 'nice', 'cannot', 'deny', 'nicely', 'made', 'enjoy', 'using', 'get', 'nice', 'one']",2
445,"['fired', 'thing', 'one', 'evening', 'delighted', 'well', 'ran', 'use', 'internet', 'bought', 'lenovo', 'laptop', 'recently', 'better', 'spec', 'disappointed', 'internet', 'performance', 'digress', 'transported', 'work', 'next', 'morning', 'took', 'touchpad', 'appeared', 'popping', 'little', 'big', 'see', 'pic', 'easily', 'popped', 'back', 'NOT_notice', 'control', 'problem', 'literally', 'first', 'hour', 'NOT_fault', 'performance', 'maybe', 'one', 'slipped', 'quality', 'control', 'NOT_taking', 'chance', 'back', 'go']",2
449,"['first', 'laptop', 'brand', 'acer', 'im', 'disappointed', 'operating', 'speed', 'ive', 'owned', 'tablet', 'chrome', 'book', 'never', 'problem', 'ive', 'laptop', 'use', 'acer', 'laptop', 'streaming', 'video', 'youtube', 'netflix', 'time', 'take', 'simple', 'video', 'load', 'blow', 'mind', 'lag', 'typing', 'simple', 'comment', 'im', 'NOT_fast', 'typing', 'sooo', 'slow', 'need', 'stream', 'video', 'online', 'shopping', 'save', 'money', 'buy', 'something', 'else']",2
465,"['waited', 'long', 'time', 'buy', 'new', 'computer', 'finally', 'purchased', 'laptop', 'le', 'month', 'later', 'touchpad', 'already', 'stopped', 'working', 'talked', 'acer', 'customer', 'service', 'done', 'troubleshooting', 'even', 'factory', 'reset', 'still', 'NOT_work', 'never', 'able', 'get', 'touchscreen', 'tablet', 'mode', 'work', 'NOT_look', 'much', 'either', 'difficult', 'set', 'NOT_worked', 'beginning', 'acer', 'customer', 'service', 'want', 'send', 'fix', 'NOT_be', 'without', 'computer', 'week', 'crappy', 'position']",2
469,"['pc', 'month', 'seems', 'cooling', 'issue', 'even', 'web', 'browsing', 'cause', 'fan', 'run', 'task', 'manager', 'show', 'peak', 'percent', 'cpu', 'usage', 'briefly', 'opening', 'web', 'site', 'like', 'cnn', 'fox', 'news', 'fan', 'go', 'overdrive', 'used', 'end', 'couch', 'thought', 'blocking', 'bottom', 'vent', 'using', 'cutting', 'board', 'bottom', 'foot', 'make', 'gap', 'increase', 'air', 'flow', 'NOT_helped', 'cpu', 'get', 'celsius', 'time', 'web', 'browsing', 'pc', 'get', 'good', 'review', 'maybe', 'got', 'bad', 'one', 'barely', 'cooling', 'duct', 'slim', 'design', 'install', 'gig', 'ddr', 'ram', 'well', 'thats', 'NOT_the', 'problem', 'opted', 'mode', 'regular', 'window', 'aswell']",2
481,"['computer', 'fast', 'computer', 'week', 'locked', 'mousepad', 'quit', 'working', 'NOT_use', 'installed', 'husband', 'mouse', 'started', 'working', 'correctly', 'computer', 'seemed', 'get', 'hot', 'fast', 'returning', 'unit', 'hopefully', 'one', 'time', 'failure', 'ordering', 'another', 'unit']",2
493,"['received', 'two', 'star', 'fast', 'shipping', 'ordered', 'laptop', 'work', 'computer', 'shipping', 'pretty', 'fast', 'delivered', 'amazon', 'box', 'fine', 'acer', 'box', 'laptop', 'came', 'damaged', 'thought', 'NOT_big', 'deal', 'long', 'laptop', 'fine', 'well', 'top', 'right', 'side', 'laptop', 'dent', 'unfortunately', 'NOT_even', 'turned', 'im', 'shipping', 'back', 'hopefully', 'receive', 'replacement', 'soon', 'ill', 'update', 'review', 'receive', 'replacement']",2
517,"['laptop', 'suck', 'NOT_waste', 'time', 'slow', 'sometimes', 'try', 'something', 'never', 'get', 'laptop', 'NOT_process', 'website', 'never', 'fully', 'load', 'ill', 'literally', 'see', 'half', 'webpage', 'first', 'slow', 'thought', 'well', 'get', 'pay', 'like', 'dial', 'slow', 'tried', 'open', 'google', 'chrome', 'NOT_exaggeration', 'took', 'minute', 'open', 'tried', 'check', 'email', 'crashed', 'NOT_use', 'laptop', 'game', 'social', 'medium', 'streaming', 'nothing', 'like', 'wanted', 'basic', 'school', 'work', 'stuff', 'webcamera', 'trash', 'expected', 'tried', 'make', 'video', 'call', 'test', 'garbage', 'click', 'something', 'nothing', 'happens', 'NOT_loading', 'symbol', 'nothing', 'click', 'wait', 'minute', 'two', 'click', 'repeat', 'nothing', 'minute', 'last', 'click', 'page', 'opening', 'time', 'laptop', 'crash', 'still', 'trying', 'check', 'email', 'wish', 'would', 'returned', 'chance', 'also', 'review', 'asked', 'rate', 'touch', 'screen', 'supposed', 'touch', 'screen', 'NOT_speakers', 'might', 'well', 'NOT_even', 'sifted', 'ton', 'review', 'many', 'laptop', 'anyone', 'tip', 'make', 'thing', 'user', 'friendly', 'please', 'help', 'may', 'NOT_be', 'lot', 'laptop', 'much', 'throw', 'away']",2
518,"['guess', 'get', 'expecting', 'computer', 'decent', 'mousepad', 'literally', 'quit', 'working', 'ive', 'searched', 'acer', 'site', 'various', 'site', 'reinstalled', 'trackpad', 'driver', 'nothing', 'buy', 'mouse', 'plug', 'use', 'NOT_good', 'use', 'fly', 'travel', 'also', 'NOT_get', 'access', 'change', 'remove', 'battery', 'basically', 'disposable', 'computer', 'start', 'quickly', 'serf', 'general', 'purpose']",2
540,"['two', 'month', 'use', 'bottom', 'third', 'screen', 'gray', 'vertical', 'line', 'unable', 'see', 'portion', 'area', 'attempting', 'get', 'fixed', 'warranty', 'online', 'chat', 'acer', 'state', 'seems', 'dropped', 'NOT_covered', 'warranty', 'pay', 'shipping', 'way', 'investigate', 'issue', 'NOT_covered', 'cost', 'repair', 'unit', 'never', 'dropped', 'used', 'one', 'adult', 'see', 'say', 'ten', 'day', 'NOT_covered', 'NOT_authorize', 'repair', 'hopefully', 'update', 'state', 'support', 'product', 'time', 'tell']",2
569,"['im', 'stuck', 'mode', 'window', 'NOT_access', 'microsoft', 'account', 'locked']",2
611,"['pro', 'price', 'build', 'quality', 'feel', 'solid', 'open', 'close', 'pretty', 'smooth', 'con', 'screen', 'brightness', 'low', 'even', 'set', 'best', 'performance', 'plugged']",2
626,"['purchased', 'laptop', 'december', 'constantly', 'freeze', 'typically', 'utilize', 'surfing', 'web', 'ocasionally', 'checking', 'email', 'month', 'use', 'noticed', 'would', 'freeze', 'ignored', 'since', 'NOT_use', 'often', 'im', 'working', 'home', 'basically', 'thing', 'except', 'utilizing', 'm', 'excel', 'm', 'word', 'often', 'noticed', 'would', 'freeze', 'minute', 'hour', 'use', 'must', 'restart', 'via', 'power', 'button', 'NOT_other', 'function', 'work', 'upgraded', 'ram', 'gig', 'thinking', 'would', 'improve', 'NOT_there', 'still', 'significant', 'amount', 'hd', 'space', 'available', 'gig', 'NOT_unknown', 'source', 'apps', 'installed', 'worst', 'laptop', 'ever', 'frustrating', 'constantly', 'stop', 'start', 'work', 'enjoy', 'constant', 'interruption', 'working', 'laptop', 'NOT_purchase', 'another', 'brand', 'NOT_recommend', 'product']",2
633,"['weve', 'laptop', 'month', 'decent', 'laptop', 'NOT_want', 'use', 'microsoft', 'edge', 'internet', 'browser', 'want', 'use', 'google', 'chrome', 'forget', 'software', 'computer', 'block', 'chrome', 'downloaded', 'onto', 'laptop', 'two', 'disappointed', 'kid']",2
638,"['initially', 'thought', 'computer', 'would', 'work', 'okay', 'camera', 'picture', 'quality', 'NOT_the', 'greatest', 'month', 'laptop', 'mouse', 'touchpad', 'stopped', 'working', 'contacted', 'acer', 'support', 'time', 'le', 'hour', 'temporarily', 'fixed', 'hour', 'stopped', 'working', 'said', 'would', 'need', 'mail', 'laptop', 'cost', 'even', 'though', 'warranty', 'would', 'back', 'day', 'NOT_feel', 'safe', 'mailing', 'computer', 'personal', 'info', 'someone', 'almost', 'week', 'guess', 'keep', 'non', 'working', 'mouse', 'touchpad', 'buyer', 'beware', 'get', 'pay']",2
658,"['screen', 'quality', 'horrible', 'dim', 'even', 'highest', 'setting', 'plugged', 'highest', 'perfomance', 'setting', 'vine', 'super', 'low', 'sure', 'supposed', 'touchscreen']",2
659,"['two', 'way', 'know', 'get', 'around', 'window', 'download', 'software', 'outside', 'provider', 'neither', 'worked', 'machine', 'bought', 'computer', 'use', 'specific', 'software', 'neither', 'manufacture', 'help', 'number', 'software', 'company', 'help', 'number', 'able', 'help', 'sent', 'back']",2
672,"['laptop', 'lot', 'like', 'display', 'excellent', 'made', 'sturdy', 'keyboard', 'NOT_big', 'fan', 'backlit', 'one', 'type', 'quietly', 'feel', 'good', 'also', 'give', 'option', 'expand', 'ram', 'hdd', 'fact', 'almost', 'liked', 'overheating', 'issue', 'really', 'turndown', 'opening', 'chrome', 'tab', 'writing', 'review', 'thing', 'heat', 'like', 'crazy', 'fan', 'already', 'kicked', 'make', 'loud', 'noise', 'ive', 'never', 'seen', 'laptop', 'ssd', 'heating', 'like', 'decide', 'soon', 'need', 'return']",2
691,"['laptop', 'three', 'week', 'touch', 'pad', 'stopped', 'working', 'twice', 'people', 'acer', 'helpful', 'first', 'time', 'knew', 'exactly', 'key', 'keyboard', 'tap', 'many', 'time', 'tap', 'get', 'work', 'second', 'time', 'NOT_fix', 'like', 'waiting', 'phone', 'pc', 'fixed', 'decided', 'send', 'back', 'still', 'possible', 'buying', 'amazon', 'really', 'help', 'touchpad', 'sent', 'back', 'thing', 'really', 'NOT_like', 'product', 'working', 'sound', 'volume', 'way', 'low', 'though', 'headphone', 'might', 'fixed', 'easily', 'NOT_have', 'NOT_light', 'cap', 'lock', 'key', 'let', 'know', 'capitalizing', 'every', 'letter', 'often', 'problem', 'touch', 'pad', 'never', 'stopped', 'working', 'id', 'still', 'glad', 'though', 'NOT_bought', 'refurbished', 'hp', 'office', 'deport', 'knock', 'paid', 'fee', 'get', 'two', 'year', 'warranty', 'make', 'good']",2
699,"['purchased', 'laptop', 'le', 'year', 'ago', 'completely', 'regret', 'NOT_buying', 'better', 'quality', 'laptop', 'laptop', 'freak', 'least', 'every', 'day', 'trying', 'load', 'youtube', 'video', 'even', 'webpage', 'turning', 'page', 'black', 'second', 'constantly', 'NOT_connect', 'wifi', 'every', 'device', 'household', 'perfectly', 'fine', 'frustrating', 'use', 'known', 'would', 'spent', 'money', 'better', 'quality', 'laptop', 'please', 'NOT_waste', 'money', 'issue', 'gotten', 'worse', 'since', 'first', 'turned', 'NOT_see', 'laptop', 'lasting', 'longer', 'year', 'unusable', 'making', 'big', 'waste', 'money']",2
700,"['back', 'loosing', 'month', 'use', 'screen', 'started', 'jump', 'time', 'time', 'liked', 'laptop', 'much', 'bought', 'another', 'one', 'came', 'two', 'day', 'ago', 'im', 'considering', 'returning', 'new', 'one', 'since', 'NOT_get', 'return', 'one', 'country', 'im', 'disappointed', 'say', 'least']",2
725,"['keep', 'losing', 'connection', 'internet', 'tried', 'various', 'fix', 'work', 'NOT_connect', 'device', 'house', 'NOT_problem', 'connecting', 'internet', 'NOT_the', 'wifi', 'month', 'got', 'daughter', 'online', 'college', 'class', 'without', 'internet', 'useless', 'audio', 'went', 'today', 'really', 'unhappy', 'ive', 'several', 'laptop', 'none', 'gave', 'problem', 'like', 'one', 'spent', 'lot', 'time', 'researching', 'thought', 'id', 'found', 'good', 'laptop', 'stuck', 'time', 'class', 'started', 'really', 'started', 'using', 'return', 'window', 'warranty', 'apparently', 'good', 'get', 'one', 'hope', 'better']",2
738,"['NOT_accept', 'letter', 'sign', 'number', 'go', 'trough', 'cumbersome', 'process', 'enter', 'password', 'requires', 'verification', 'phone', 'spouse', 'different', 'phone', 'NOT_sign']",2
755,"['purchased', 'exactly', 'laptop', 'kid', 'online', 'home', 'work', 'issue', 'mouse', 'disappeared', 'never', 'found', 'shipping', 'refund', 'fast', 'without', 'problem', 'thank']",2
